	Domain	Phylum	Class	Order	Family	Genus	Species
OTU02471	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Alkalilimnicola	 Alkalilimnicola sp. S0819
OTU02472	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanotrichales	 Methanotrichaceae	 Methanothrix	 Methanosaeta sp. PtaB.Bin018
OTU02473	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Thalassospiraceae	 Magnetospira	 Magnetospira sp. QH-2
OTU02474	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium oligotrophicum
OTU02475	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 Aquabacterium	 Aquabacterium tepidiphilum
OTU02476	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 NA	 Candidatus Argoarchaeum	 Candidatus Argoarchaeum ethanivorans
OTU02477	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Moorella	 NA
OTU02478	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Microbispora	 Microbispora siamensis
OTU02479	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylococcaceae	 Methyloglobulus	 Methyloglobulus morosus
OTU02480	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Candidatus Magnetobacterium	 Candidatus Magnetobacterium bavaricum
OTU02481	Bacteria	 NA	 NA	 NA	 NA	 NA	 candidate division KSB1 bacterium RBG_16_48_16
OTU02482	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Desulfovirgula	 Desulfovirgula thermocuniculi
OTU02483	Archaea	 Thaumarchaeota	 NA	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosarchaeum	 NA
OTU02484	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces oryzae
OTU02485	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. A202
OTU02486	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 Aquabacterium	 NA
OTU02487	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Piscirickettsiaceae	 Cycloclasticus	 NA
OTU02488	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Microvirga	 Microvirga antarctica
OTU02489	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Stappiaceae	 Roseibium	 Roseibium aggregatum
OTU02490	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophales	 Syntrophaceae	 Syntrophus	 Syntrophus gentianae
OTU02491	Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Aeropyrum	 NA
OTU02492	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Chromatium	 Chromatium weissei
OTU02493	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. RB17
OTU02494	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 Iamiaceae	 Rhabdothermincola	 Rhabdothermincola sediminis
OTU02495	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidisphaera	 Acidisphaera sp. S103
OTU02496	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	 Comamonas terrae
OTU02497	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Caloramator	 Caloramator mitchellensis
OTU02498	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Oscillospiraceae	 Ruminococcus	 Ruminococcus sp. CAG:403
OTU02499	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium SG8_15
OTU02500	Bacteria	 Proteobacteria	 Betaproteobacteria	 NA	 NA	 NA	 Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_67_28
OTU02501	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Rhizorhabdus	 Rhizorhabdus phycosphaerae
OTU02502	Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Nitrosomonadaceae	 Nitrosospira	 Nitrosospira multiformis
OTU02503	Archaea	 Candidatus Thorarchaeota	 NA	 NA	 NA	 NA	 Candidatus Thorarchaeota archaeon
OTU02504	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfonatronaceae	 Desulfonatronum	 Desulfonatronum thioautotrophicum
OTU02505	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 NA	 Anaerolineaceae bacterium 4572_78
OTU02506	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	 Paraburkholderia ultramafica
OTU02507	Bacteria	 NA	 NA	 NA	 NA	 NA	 candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22
OTU02508	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 Haliea	 Haliea salexigens
OTU02509	Bacteria	 Candidatus Omnitrophica	 NA	 NA	 NA	 NA	 Omnitrophica bacterium OLB16
OTU02510	Bacteria	 Proteobacteria	 Gammaproteobacteria	 NA	 NA	 NA	 Gammaproteobacteria bacterium RBG_16_66_13
OTU02511	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Streptosporangium	 Streptosporangium amethystogenes
OTU02512	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 Nocardia uniformis
OTU02513	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Promicromonosporaceae	 Cellulosimicrobium	 Cellulosimicrobium arenosum
OTU02514	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Enterobacter cancerogenus
OTU02515	Bacteria	 Proteobacteria	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium RBG_19FT_COMBO_52_11
OTU02516	Bacteria	 Rhodothermaeota	 Rhodothermia	 Rhodothermales	 Salisaetaceae	 Longimonas	 Longimonas halophila
OTU02517	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora endolithica
OTU02518	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Polynucleobacter	 Polynucleobacter sp. JS-Mosq-20-D10
OTU02519	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Roseomonas	 Roseomonas nepalensis
OTU02520	Bacteria	 Actinobacteria	 Actinomycetia	 Geodermatophilales	 Geodermatophilaceae	 Geodermatophilus	 Geodermatophilus sp. DSM 45219
OTU02521	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Citrobacter	 Citrobacter freundii
OTU02522	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Desulfuromonadaceae	 Desulfuromonas	 Desulfuromonas sp. DDH964
OTU02523	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Clostridiaceae	 Clostridium	 Clostridium amylolyticum
OTU02524	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Erwiniaceae	 Pantoea	 NA
OTU02525	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophorhabdales	 Syntrophorhabdaceae	 Syntrophorhabdus	 Syntrophorhabdus sp. PtaU1.Bin153
OTU02526	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Noviherbaspirillum	 Noviherbaspirillum autotrophicum
OTU02527	Bacteria	 Candidatus Lloydbacteria	 NA	 NA	 NA	 NA	 NA
OTU02528	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	 Ralstonia sp. SET104
OTU02529	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Idiomarinaceae	 Aliidiomarina	 Aliidiomarina haloalkalitolerans
OTU02530	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfurellales	 Desulfurellaceae	 Desulfurella	 NA
OTU02531	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Massilia	 Massilia arenosa
OTU02532	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 Legionella wadsworthii
OTU02533	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Noviherbaspirillum	 Noviherbaspirillum cavernae
OTU02534	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	 Paracoccus sanguinis
OTU02535	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium agri
OTU02536	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Hypericibacter	 Hypericibacter terrae
OTU02537	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Herbaspirillum	 Herbaspirillum sp. HC18
OTU02538	Bacteria	 Acidobacteria	 Acidobacteriia	 Acidobacteriales	 Acidobacteriaceae	 Granulicella	 Granulicella tundricola
OTU02539	Bacteria	 Chloroflexi	 NA	 NA	 NA	 NA	 Chloroflexi bacterium RBG_19FT_COMBO_55_16
OTU02540	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 Desulfovibrio sp. DV
OTU02541	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidisphaera	 Acidisphaera rubrifaciens
OTU02542	Bacteria	 NA	 NA	 NA	 NA	 NA	 candidate division TA06 bacterium ADurb.Bin131
OTU02543	Bacteria	 Candidatus Omnitrophica	 NA	 NA	 NA	 NA	 Candidatus Omnitrophica bacterium
OTU02544	Bacteria	 Firmicutes	 Tissierellia	 Tissierellales	 Gottschalkiaceae	 Gottschalkia	 Gottschalkia purinilytica
OTU02545	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus larvae
OTU02546	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Beijerinckiaceae	 Beijerinckia	 Beijerinckia sp. L45
OTU02547	Bacteria	 Deinococcus-Thermus	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus ruber
OTU02548	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dyella	 Dyella mobilis
OTU02549	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophobacteraceae	 Desulfosoma	 Desulfosoma caldarium
OTU02550	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 NA
OTU02551	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium CG2_30_54_10
OTU02552	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium 13_1_40CM_65_14
OTU02553	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces brasiliensis
OTU02554	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura bangladeshensis
OTU02555	Bacteria	 Cyanobacteria	 NA	 Pleurocapsales	 Hyellaceae	 Pleurocapsa	 Pleurocapsa sp. CCALA 161
OTU02556	Bacteria	 NA	 NA	 NA	 NA	 NA	 candidate division TA06 bacterium
OTU02557	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium endoglycinae
OTU02558	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides sp. AM16-24
OTU02559	Bacteria	 Verrucomicrobia	 Opitutae	 Opitutales	 Opitutaceae	 NA	 Opitutaceae bacterium TSB47
OTU02560	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Promicromonosporaceae	 Xylanibacterium	 Xylanibacterium ulmi
OTU02561	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingosinicellaceae	 Thermaurantiacus	 Thermaurantiacus tibetensis
OTU02562	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Yangia	 Yangia pacifica
OTU02563	Bacteria	 Candidatus Tagabacteria	 NA	 NA	 NA	 NA	 Candidatus Tagabacteria bacterium CG09_land_8_20_14_0_10_41_14
OTU02564	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Asanoa	 Asanoa ferruginea
OTU02565	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Thiovulaceae	 Sulfurimonas	 Sulfurimonas sp.
OTU02566	Eukaryota	 Evosea	 NA	 Mastigamoebida	 Entamoebidae	 Entamoeba	 NA
OTU02567	Bacteria	 Cyanobacteria	 NA	 Oscillatoriales	 Oscillatoriaceae	 Phormidium	 Phormidium sp. FACHB-592
OTU02568	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. MP36
OTU02569	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 Nocardia violaceofusca
OTU02570	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Roseiflexaceae	 Kouleothrix	 Kouleothrix aurantiaca
OTU02571	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 Nitrospira defluvii
OTU02572	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 Nitrospira sp. ND1
OTU02573	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 Leptothrix	 Leptothrix mobilis
OTU02574	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Bordetella	 Bordetella sp. N
OTU02575	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium SCGC AG-212-P17
OTU02576	Bacteria	 Cyanobacteria	 NA	 Oscillatoriales	 Oscillatoriaceae	 Oscillatoria	 Oscillatoria acuminata
OTU02577	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Gracilibacillus	 Gracilibacillus timonensis
OTU02578	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Polynucleobacter	 Polynucleobacter sp. AP-Melu-1000-A1
OTU02579	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Devosiaceae	 Devosia	 Devosia sp. Root685
OTU02580	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Luteimonas	 Luteimonas sp. 50
OTU02581	Bacteria	 Cyanobacteria	 NA	 Synechococcales	 Prochlorococcaceae	 Cyanobium	 Cyanobium sp. CACIAM 14
OTU02582	Bacteria	 Ignavibacteriae	 Ignavibacteria	 NA	 NA	 NA	 Ignavibacteria bacterium GWA2_54_16
OTU02583	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Pusillimonas (ex Stolz et al. 2005)	 Pusillimonas sp. MFBS29
OTU02584	Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Methylophilaceae	 Methylobacillus	 NA
OTU02585	Archaea	 Thaumarchaeota	 Nitrososphaeria	 Nitrososphaerales	 Nitrososphaeraceae	 Nitrososphaera	 Candidatus Nitrososphaera gargensis
OTU02586	Bacteria	 Proteobacteria	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium RIFOXYA2_FULL_55_11
OTU02587	Bacteria	 Gemmatimonadetes	 NA	 NA	 NA	 NA	 Gemmatimonadetes bacterium 13_2_20CM_69_8
OTU02588	Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halothermothrix	 Halothermothrix orenii
OTU02589	Archaea	 Euryarchaeota	 NA	 NA	 NA	 NA	 uncultured euryarchaeote Rifle_16ft_4_minimus_37664
OTU02590	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Rhizobiaceae	 Rhizobium	 NA
OTU02591	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	 Nocardioides insulae
OTU02592	Bacteria	 Planctomycetes	 Planctomycetia	 Pirellulales	 Pirellulaceae	 Blastopirellula	 Blastopirellula marina
OTU02593	Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Methylophilaceae	 Pseudomethylobacillus	 Pseudomethylobacillus aquaticus
OTU02594	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Moraxellales	 Moraxellaceae	 Acinetobacter	 Acinetobacter sp. ANC 4558
OTU02595	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Roseobacteraceae	 Ruegeria	 NA
OTU02596	Bacteria	 Candidatus Dadabacteria	 NA	 NA	 NA	 NA	 Candidatus Dadabacteria bacterium RBG_19FT_COMBO_40_33
OTU02597	Bacteria	 Planctomycetes	 Planctomycetia	 Isosphaerales	 Isosphaeraceae	 Singulisphaera	 Singulisphaera acidiphila
OTU02598	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium stomatepiae
OTU02599	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 Nocardia beijingensis
OTU02600	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 NA	 Rhodospirillaceae bacterium
OTU02601	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylococcaceae	 Methylobacter	 Candidatus Methylobacter oryzae
OTU02602	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Mesorhizobium	 Mesorhizobium sp. LSJC255A00
OTU02603	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Zoogloeaceae	 Thauera	 Thauera butanivorans
OTU02604	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophorhabdales	 Syntrophorhabdaceae	 Syntrophorhabdus	 Syntrophorhabdus sp. PtaB.Bin006
OTU02605	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Limnohabitans	 Limnohabitans sp. MMS-10A-160
OTU02606	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 NA	 NA
OTU02607	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas sp. SG8_23
OTU02608	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Halobacillus	 Halobacillus mangrovi
OTU02609	Bacteria	 Planctomycetes	 NA	 NA	 NA	 NA	 NA
OTU02610	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium macuxiense
OTU02611	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Blastochloridaceae	 Blastochloris	 NA
OTU02612	Bacteria	 Planctomycetes	 Planctomycetia	 Gemmatales	 Gemmataceae	 Limnoglobus	 Limnoglobus roseus
OTU02613	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Rugosibacter	 NA
OTU02614	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces himalayensis
OTU02615	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Duganella	 Duganella sp. LX20W
OTU02616	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Amycolatopsis	 Amycolatopsis jiangsuensis
OTU02617	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 Aquincola	 Aquincola tertiaricarbonis
OTU02618	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 Achromobacter aloeverae
OTU02619	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Peribacillus	 Peribacillus psychrosaccharolyticus
OTU02620	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Cupriavidus	 Cupriavidus metallidurans
OTU02621	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Pseudofulvimonas	 Pseudofulvimonas gallinarii
OTU02622	Bacteria	 Candidatus Yanofskybacteria	 NA	 NA	 NA	 NA	 Candidatus Yanofskybacteria bacterium GW2011_GWA1_39_13
OTU02623	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium 13_1_20CM_4_57_11
OTU02624	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 NA	 Burkholderiales bacterium RIFCSPLOWO2_12_FULL_65_40
OTU02625	Bacteria	 Acidobacteria	 Blastocatellia	 NA	 NA	 Chloracidobacterium	 Chloracidobacterium sp. CP2_5A
OTU02626	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Roseomonas	 Roseomonas sp. HF4
OTU02627	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Kaistiaceae	 Kaistia	 Kaistia sp. SCN 65-12
OTU02628	Bacteria	 Actinobacteria	 NA	 NA	 NA	 Candidatus Hakubanella	 Candidatus Hakubanella thermoalkaliphilus
OTU02629	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfocapsaceae	 Desulfocapsa	 Desulfocapsa sulfexigens
OTU02630	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Methylobacteriaceae	 Microvirga	 Microvirga pudoricolor
OTU02631	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas japonica
OTU02632	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Beijerinckiaceae	 Rhodoblastus	 Rhodoblastus sphagnicola
OTU02633	Bacteria	 Acidobacteria	 Vicinamibacteria	 Vicinamibacterales	 Vicinamibacteraceae	 Luteitalea	 Luteitalea sp. TBR-22
OTU02634	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Desulfotomaculaceae	 Desulfurispora	 Desulfurispora thermophila
OTU02635	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Kribbellaceae	 Kribbella	 Kribbella catacumbae
OTU02636	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Homoserinimonas	 Homoserinimonas sp. OAct 916
OTU02637	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Azospirillaceae	 NA	 NA
OTU02638	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium HR08
OTU02639	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium 37-65-4
OTU02640	Bacteria	 Cyanobacteria	 NA	 Nostocales	 NA	 NA	 Nostocales cyanobacterium
OTU02641	Bacteria	 Candidatus Rokubacteria	 NA	 NA	 NA	 NA	 Candidatus Rokubacteria bacterium 13_2_20CM_69_10
OTU02642	Bacteria	 candidate division NC10	 NA	 NA	 NA	 Candidatus Methylomirabilis	 Candidatus Methylomirabilis oxyfera
OTU02643	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Nevskiales	 Sinobacteraceae	 Flagellatimonas	 Flagellatimonas centrodinii
OTU02644	Bacteria	 Proteobacteria	 Alphaproteobacteria	 NA	 NA	 NA	 alpha proteobacterium BAL199
OTU02645	Bacteria	 Candidatus Bipolaricaulota	 NA	 NA	 NA	 Candidatus Bipolaricaulis	 Candidatus Bipolaricaulis anaerobius
OTU02646	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium liaoningense
OTU02647	Bacteria	 Candidatus Abyssubacteria	 NA	 NA	 NA	 NA	 Candidatus Abyssubacteria bacterium SURF_5
OTU02648	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	 Legionella brunensis
OTU02649	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae	 Chondromyces	 Chondromyces apiculatus
OTU02650	Bacteria	 Proteobacteria	 Oligoflexia	 Bdellovibrionales	 NA	 NA	 Bdellovibrionales bacterium GWA2_49_15
OTU02651	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophorhabdales	 Syntrophorhabdaceae	 Syntrophorhabdus	 Syntrophorhabdus sp. PtaB.Bin047
OTU02652	Bacteria	 Chloroflexi	 Ardenticatenia	 Ardenticatenales	 Ardenticatenaceae	 Ardenticatena	 Ardenticatena maritima
OTU02653	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Roseospirillum	 Roseospirillum parvum
OTU02654	Bacteria	 Actinobacteria	 Actinomycetia	 Kineosporiales	 Kineosporiaceae	 Kineosporia	 Kineosporia corallincola
OTU02655	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 NA	 Burkholderiales bacterium PBB2
OTU02656	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Luteimonas	 Luteimonas sp. LNNU 24178
OTU02657	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Ottowia	 NA
OTU02658	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Thermosporotrichaceae	 Thermosporothrix	 NA
OTU02659	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas aurantiaca
OTU02660	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycolicibacterium	 Mycolicibacterium litorale
OTU02661	Bacteria	 Actinobacteria	 Actinomycetia	 Geodermatophilales	 Geodermatophilaceae	 Geodermatophilus	 Geodermatophilus sp. LHW52908
OTU02662	Bacteria	 Nitrospirae	 Nitrospira	 Candidatus Troglogloeales	 Candidatus Manganitrophaceae	 NA	 NA
OTU02663	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 NA	 NA	 Rhodospirillales bacterium 20-64-7
